Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown	hgnc.symbol
100	1.21557e-06	-4.99933	209	1	HSC	up	ADA
1000	1.77578e-21	-10.6632	209	1	HSC	up	CDH2
10003	5.6633e-08	-5.63342	209	1	HSC	up	NAALAD2
10040	3.23983e-10	-6.60465	209	1	HSC	up	TOM1L1
10062	3.44787e-23	-11.2253	209	1	HSC	up	NR1H3
10079	1.20445e-14	-8.31016	209	1	HSC	up	ATP9A
10099	1.97372e-06	-4.89385	209	1	HSC	up	TSPAN3
10100	6.66449e-08	-5.60102	209	1	HSC	up	TSPAN2
10126	1.46561e-11	-7.14597	209	1	HSC	up	DNAL4
10157	2.315e-16	-8.92384	209	1	HSC	up	AASS
10160	2.78193e-29	-13.1836	209	1	HSC	up	FARP1
10165	8.44253e-07	-5.07761	209	1	HSC	up	SLC25A13
10179	2.53354e-06	-4.83887	209	1	HSC	up	RBM7
10186	1.74916e-07	-5.40629	209	1	HSC	up	LHFPL6
1019	3.74344e-08	-5.71523	209	1	HSC	up	CDK4
10195	1.54502e-11	-7.13695	209	1	HSC	up	ALG3
10203	2.66147e-24	-11.5869	209	1	HSC	up	CALCRL
10205	7.38227e-13	-7.64706	209	1	HSC	up	MPZL2
1021	2.08915e-10	-6.68296	209	1	HSC	up	CDK6
10217	1.82999e-07	-5.39706	209	1	HSC	up	CTDSPL
10229	2.35722e-06	-4.8548	209	1	HSC	up	COQ7
10252	9.06682e-12	-7.22779	209	1	HSC	up	SPRY1
10253	2.99092e-10	-6.61896	209	1	HSC	up	SPRY2
10327	1.30566e-11	-7.16571	209	1	HSC	up	AKR1A1
10329	1.24259e-10	-6.77496	209	1	HSC	up	RXYLT1
10360	1.04521e-09	-6.39275	209	1	HSC	up	NPM3
10389	3.17406e-09	-6.18763	209	1	HSC	up	SCML2
10402	7.31054e-07	-5.10829	209	1	HSC	up	ST3GAL6
10419	8.46146e-07	-5.07713	209	1	HSC	up	PRMT5
10451	3.26544e-09	-6.18234	209	1	HSC	up	VAV3
10455	3.65924e-06	-4.75707	209	1	HSC	up	ECI2
10461	5.02886e-14	-8.083	209	1	HSC	up	MERTK
1047	3.53112e-19	-9.8949	209	1	HSC	up	CLGN
10477	2.6245e-06	-4.83106	209	1	HSC	up	UBE2E3
10489	3.98128e-09	-6.14526	209	1	HSC	up	LRRC41
10497	8.51715e-13	-7.62349	209	1	HSC	up	UNC13B
10527	1.4415e-06	-4.96242	209	1	HSC	up	IPO7
10549	2.25649e-07	-5.35409	209	1	HSC	up	PRDX4
10560	1.48273e-07	-5.43998	209	1	HSC	up	SLC19A2
10576	2.67863e-06	-4.82654	209	1	HSC	up	CCT2
10586	3.4218e-06	-4.77208	209	1	HSC	up	MAB21L2
10591	3.50269e-08	-5.7283	209	1	HSC	up	DNPH1
10605	4.9658e-07	-5.19007	209	1	HSC	up	PAIP1
10606	2.36939e-08	-5.80471	209	1	HSC	up	PAICS
10613	5.17421e-10	-6.52047	209	1	HSC	up	ERLIN1
10622	3.35778e-06	-4.77629	209	1	HSC	up	POLR3G
10626	3.37075e-06	-4.77543	209	1	HSC	up	TRIM16
10638	6.05782e-09	-6.06625	209	1	HSC	up	SPHAR
10678	2.53288e-07	-5.33028	209	1	HSC	up	B3GNT2
10693	2.47603e-06	-4.84394	209	1	HSC	up	CCT6B
1070	1.1416e-06	-5.01288	209	1	HSC	up	CETN3
10713	5.85315e-07	-5.15542	209	1	HSC	up	USP39
10745	1.98631e-11	-7.0939	209	1	HSC	up	PHTF1
10758	2.05998e-08	-5.8319	209	1	HSC	up	TRAF3IP2
10765	1.02902e-13	-7.96801	209	1	HSC	up	KDM5B
10769	8.94723e-11	-6.83274	209	1	HSC	up	PLK2
10788	1.36662e-06	-4.97399	209	1	HSC	up	IQGAP2
10799	1.26701e-11	-7.17084	209	1	HSC	up	RPP40
10806	1.76055e-07	-5.40497	209	1	HSC	up	SDCCAG8
10857	1.4276e-07	-5.44769	209	1	HSC	up	PGRMC1
10873	4.56264e-27	-12.4771	209	1	HSC	up	ME3
109	7.96202e-10	-6.44237	209	1	HSC	up	ADCY3
10901	4.76798e-09	-6.1114	209	1	HSC	up	DHRS4
10916	3.70879e-10	-6.58041	209	1	HSC	up	MAGED2
10927	1.78667e-13	-7.87883	209	1	HSC	up	SPIN1
10953	5.36843e-06	-4.67069	209	1	HSC	up	TOMM34
10966	1.69778e-08	-5.86934	209	1	HSC	up	RAB40B
11030	4.01515e-27	-12.4949	209	1	HSC	up	RBPMS
11037	3.92766e-06	-4.74121	209	1	HSC	up	STON1
11041	1.09025e-10	-6.798	209	1	HSC	up	B4GAT1
11072	2.08532e-15	-8.58494	209	1	HSC	up	DUSP14
11160	1.71031e-14	-8.25471	209	1	HSC	up	ERLIN2
11161	1.32695e-10	-6.76337	209	1	HSC	up	ERG28
11167	3.49966e-18	-9.5558	209	1	HSC	up	FSTL1
11221	3.41862e-07	-5.26815	209	1	HSC	up	DUSP10
11231	7.42507e-07	-5.10498	209	1	HSC	up	SEC63
112399	1.3111e-11	-7.165	209	1	HSC	up	EGLN3
11328	1.24197e-11	-7.17424	209	1	HSC	up	FKBP9
11331	4.66243e-06	-4.7026	209	1	HSC	up	PHB2
114044	1.49043e-09	-6.32769	209	1	HSC	up	MCM3AP-AS1
114112	7.36075e-36	-15.2708	209	1	HSC	up	TXNRD3
114876	1.97771e-14	-8.23169	209	1	HSC	up	OSBPL1A
114899	2.6978e-08	-5.77941	209	1	HSC	up	C1QTNF3
115703	6.593e-08	-5.60317	209	1	HSC	up	ARHGAP33
1161	1.61129e-06	-4.9382	209	1	HSC	up	ERCC8
1207	5.35414e-06	-4.67129	209	1	HSC	up	CLNS1A
124583	2.61961e-07	-5.32333	209	1	HSC	up	CANT1
125058	4.21697e-06	-4.72524	209	1	HSC	up	TBC1D16
127703	3.82371e-08	-5.71106	209	1	HSC	up	C1orf216
128	9.72977e-07	-5.04724	209	1	HSC	up	ADH5
1287	2.10467e-12	-7.4735	209	1	HSC	up	COL4A5
1289	3.40428e-31	-13.791	209	1	HSC	up	COL5A1
129080	2.54366e-14	-8.19172	209	1	HSC	up	EMID1
1353	1.50472e-06	-4.95309	209	1	HSC	up	COX11
1355	2.58405e-06	-4.8345	209	1	HSC	up	COX15
1359	6.75038e-07	-5.12522	209	1	HSC	up	CPA3
1374	4.75542e-08	-5.66804	209	1	HSC	up	CPT1A
1393	8.97883e-34	-14.6087	209	1	HSC	up	CRHBP
140462	7.16688e-17	-9.10237	209	1	HSC	up	ASB9
140465	1.3687e-11	-7.15766	209	1	HSC	up	MYL6B
140801	3.59517e-06	-4.76103	209	1	HSC	up	RPL10L
1421	2.17586e-22	-10.9635	209	1	HSC	up	CRYGD
1496	5.68574e-07	-5.16154	209	1	HSC	up	CTNNA2
151230	3.02526e-13	-7.79321	209	1	HSC	up	KLHL23
152559	4.1104e-07	-5.22971	209	1	HSC	up	PAQR3
154754	8.48367e-50	-19.7881	209	1	HSC	up	PRSS3P2
157567	2.09073e-06	-4.88121	209	1	HSC	up	ANKRD46
1595	3.57182e-08	-5.72446	209	1	HSC	up	CYP51A1
1602	1.0314e-17	-9.39447	209	1	HSC	up	DACH1
1612	3.31183e-08	-5.73929	209	1	HSC	up	DAPK1
1627	8.50125e-10	-6.43044	209	1	HSC	up	DBN1
1652	4.31324e-06	-4.72016	209	1	HSC	up	DDT
166647	4.59595e-10	-6.54184	209	1	HSC	up	ADGRA3
1718	5.85929e-07	-5.15519	209	1	HSC	up	DHCR24
1728	4.35364e-08	-5.68548	209	1	HSC	up	NQO1
1736	3.34226e-07	-5.27285	209	1	HSC	up	DKC1
1742	4.31854e-13	-7.73507	209	1	HSC	up	DLG4
1789	1.24377e-13	-7.93743	209	1	HSC	up	DNMT3B
1793	1.82627e-20	-10.3271	209	1	HSC	up	DOCK1
1809	9.00301e-30	-13.3393	209	1	HSC	up	DPYSL3
1829	1.70732e-24	-11.6494	209	1	HSC	up	DSG2
1876	4.48515e-06	-4.71135	209	1	HSC	up	E2F6
191	1.31208e-07	-5.46482	209	1	HSC	up	AHCY
1939	2.77948e-08	-5.77359	209	1	HSC	up	EIF2D
1960	3.11827e-06	-4.79279	209	1	HSC	up	EGR3
1962	3.5505e-12	-7.38604	209	1	HSC	up	EHHADH
2004	3.64416e-08	-5.72052	209	1	HSC	up	ELK3
200734	1.61459e-20	-10.3449	209	1	HSC	up	SPRED2
2012	6.27417e-18	-9.46879	209	1	HSC	up	EMP1
2023	8.95802e-16	-8.7159	209	1	HSC	up	ENO1
204	1.40766e-06	-4.96758	209	1	HSC	up	AK2
2050	5.3389e-06	-4.67194	209	1	HSC	up	EPHB4
2067	2.53856e-10	-6.64825	209	1	HSC	up	ERCC1
2069	6.20401e-08	-5.61529	209	1	HSC	up	EREG
2078	1.19241e-25	-12.0224	209	1	HSC	up	ERG
2098	2.45333e-07	-5.33686	209	1	HSC	up	ESD
2099	1.87321e-09	-6.28555	209	1	HSC	up	ESR1
2104	2.19228e-10	-6.67438	209	1	HSC	up	ESRRG
2114	1.71642e-10	-6.71784	209	1	HSC	up	ETS2
2119	1.85242e-13	-7.87297	209	1	HSC	up	ETV5
2120	5.1783e-08	-5.65118	209	1	HSC	up	ETV6
2122	8.29538e-19	-9.76912	209	1	HSC	up	MECOM
2132	3.07242e-08	-5.754	209	1	HSC	up	EXT2
2135	8.20485e-13	-7.62965	209	1	HSC	up	EXTL2
214	4.87415e-06	-4.69257	209	1	HSC	up	ALCAM
2149	1.27405e-06	-4.98918	209	1	HSC	up	F2R
2150	2.24932e-19	-9.9611	209	1	HSC	up	F2RL1
216	7.51487e-10	-6.45288	209	1	HSC	up	ALDH1A1
2171	1.4772e-07	-5.44074	209	1	HSC	up	FABP5
2188	3.01846e-08	-5.75746	209	1	HSC	up	FANCF
219464	1.29118e-07	-5.46807	209	1	HSC	up	OR5T2
2200	7.8015e-09	-6.01831	209	1	HSC	up	FBN1
220717	6.08917e-07	-5.14706	209	1	HSC	up	RPLP0P6
221981	5.73023e-12	-7.30548	209	1	HSC	up	THSD7A
2273	1.9312e-06	-4.89863	209	1	HSC	up	FHL1
22797	1.29492e-06	-4.98566	209	1	HSC	up	TFEC
22823	2.33295e-07	-5.34723	209	1	HSC	up	MTF2
22836	1.59078e-07	-5.42566	209	1	HSC	up	RHOBTB3
2288	1.06387e-09	-6.38952	209	1	HSC	up	FKBP4
22881	1.06837e-11	-7.19989	209	1	HSC	up	ANKRD6
22903	2.20655e-17	-9.28031	209	1	HSC	up	BTBD3
22915	8.86445e-16	-8.71752	209	1	HSC	up	MMRN1
22921	9.87174e-09	-5.97348	209	1	HSC	up	MSRB2
22929	8.55283e-07	-5.07484	209	1	HSC	up	SEPHS1
22954	6.25492e-11	-6.89538	209	1	HSC	up	TRIM32
22955	1.42011e-06	-4.96566	209	1	HSC	up	SCMH1
22978	1.76871e-07	-5.40402	209	1	HSC	up	NT5C2
22998	3.61153e-37	-15.6871	209	1	HSC	up	LIMCH1
23007	2.89583e-06	-4.80925	209	1	HSC	up	PLCH1
23028	3.17984e-06	-4.78844	209	1	HSC	up	KDM1A
23037	1.11595e-32	-14.2617	209	1	HSC	up	PDZD2
23060	9.59047e-08	-5.52813	209	1	HSC	up	ZNF609
23066	5.39252e-07	-5.17271	209	1	HSC	up	CAND2
23090	2.61665e-09	-6.2236	209	1	HSC	up	ZNF423
23107	1.48431e-06	-4.95606	209	1	HSC	up	MRPS27
23111	1.06728e-06	-5.02737	209	1	HSC	up	SPART
23116	2.94352e-06	-4.80562	209	1	HSC	up	TOGARAM1
23129	6.06033e-10	-6.49189	209	1	HSC	up	PLXND1
23150	5.11419e-16	-8.8023	209	1	HSC	up	FRMD4B
23155	2.6591e-06	-4.82816	209	1	HSC	up	CLCC1
2317	6.1531e-09	-6.0633	209	1	HSC	up	FLNB
23189	8.55405e-08	-5.5511	209	1	HSC	up	KANK1
23191	8.22562e-07	-5.08317	209	1	HSC	up	CYFIP1
23193	3.15997e-06	-4.78983	209	1	HSC	up	GANAB
23209	5.68118e-07	-5.16171	209	1	HSC	up	MLC1
2321	1.63794e-11	-7.12695	209	1	HSC	up	FLT1
2322	3.74456e-22	-10.886	209	1	HSC	up	FLT3
23236	4.08536e-14	-8.11622	209	1	HSC	up	PLCB1
23239	4.75622e-10	-6.53567	209	1	HSC	up	PHLPP1
23243	1.54209e-18	-9.67745	209	1	HSC	up	ANKRD28
23270	3.18213e-06	-4.78828	209	1	HSC	up	TSPYL4
23283	3.94445e-13	-7.7499	209	1	HSC	up	CSTF2T
23285	1.69651e-06	-4.92696	209	1	HSC	up	KIAA1107
23294	1.90745e-06	-4.90134	209	1	HSC	up	ANKS1A
23301	1.00215e-07	-5.51928	209	1	HSC	up	EHBP1
23322	3.26175e-07	-5.27791	209	1	HSC	up	RPGRIP1L
23326	1.43363e-06	-4.96361	209	1	HSC	up	USP22
23331	6.85761e-17	-9.10906	209	1	HSC	up	TTC28
23355	1.0151e-07	-5.51669	209	1	HSC	up	VPS8
23357	5.3137e-08	-5.64606	209	1	HSC	up	ANGEL1
23361	5.96372e-10	-6.4948	209	1	HSC	up	ZNF629
23363	3.87787e-06	-4.74407	209	1	HSC	up	OBSL1
23382	5.24404e-06	-4.67601	209	1	HSC	up	AHCYL2
23408	5.41872e-08	-5.64218	209	1	HSC	up	SIRT5
23423	4.62173e-13	-7.72397	209	1	HSC	up	TMED3
23428	1.11546e-06	-5.01787	209	1	HSC	up	SLC7A8
23514	3.39902e-06	-4.77357	209	1	HSC	up	SPIDR
23516	1.67587e-06	-4.92964	209	1	HSC	up	SLC39A14
23528	4.64799e-07	-5.20396	209	1	HSC	up	ZNF281
23545	1.5883e-06	-4.94133	209	1	HSC	up	ATP6V0A2
23556	9.96453e-09	-5.97169	209	1	HSC	up	PIGN
2356	1.83749e-07	-5.39622	209	1	HSC	up	FPGS
23564	1.59501e-16	-8.98072	209	1	HSC	up	DDAH2
23576	8.12541e-13	-7.63126	209	1	HSC	up	DDAH1
23600	1.95061e-14	-8.23387	209	1	HSC	up	AMACR
23621	5.74048e-09	-6.07641	209	1	HSC	up	BACE1
23635	2.50488e-14	-8.19416	209	1	HSC	up	SSBP2
23637	1.98819e-10	-6.69176	209	1	HSC	up	RABGAP1
23658	2.39303e-06	-4.85147	209	1	HSC	up	LSM5
23677	8.78217e-16	-8.71896	209	1	HSC	up	SH3BP4
23682	7.0725e-13	-7.65412	209	1	HSC	up	RAB38
23708	1.53395e-06	-4.94891	209	1	HSC	up	GSPT2
23741	1.04169e-08	-5.96321	209	1	HSC	up	EID1
253782	1.53313e-06	-4.94903	209	1	HSC	up	CERS6
2553	4.06225e-09	-6.14148	209	1	HSC	up	GABPB1
25814	3.74146e-07	-5.24935	209	1	HSC	up	ATXN10
25828	3.10559e-06	-4.7937	209	1	HSC	up	TXN2
25847	2.1598e-07	-5.36309	209	1	HSC	up	ANAPC13
25895	3.06795e-20	-10.2518	209	1	HSC	up	EEF1AKMT3
2590	6.06743e-09	-6.06595	209	1	HSC	up	GALNT2
25960	9.22892e-14	-7.98555	209	1	HSC	up	ADGRA2
25966	2.69645e-13	-7.81196	209	1	HSC	up	C2CD2
25980	4.16378e-06	-4.72809	209	1	HSC	up	AAR2
26010	7.00159e-09	-6.03884	209	1	HSC	up	SPATS2L
26035	1.60423e-06	-4.93916	209	1	HSC	up	GLCE
26049	1.4061e-06	-4.96782	209	1	HSC	up	FAM169A
26105	1.38783e-07	-5.45343	209	1	HSC	up	NA
26120	3.27289e-07	-5.27721	209	1	HSC	up	NA
26156	5.20198e-07	-5.18029	209	1	HSC	up	RSL1D1
26227	1.52886e-21	-10.6847	209	1	HSC	up	PHGDH
2624	2.04742e-08	-5.83309	209	1	HSC	up	GATA2
26249	5.81405e-08	-5.6282	209	1	HSC	up	KLHL3
26275	3.79741e-10	-6.57617	209	1	HSC	up	HIBCH
2628	4.39417e-07	-5.21573	209	1	HSC	up	GATM
2632	3.57144e-07	-5.25904	209	1	HSC	up	GBE1
2650	2.92106e-12	-7.41874	209	1	HSC	up	GCNT1
26520	5.05157e-10	-6.5248	209	1	HSC	up	TIMM9
2653	3.12508e-11	-7.01586	209	1	HSC	up	GCSH
2674	4.39637e-09	-6.12665	209	1	HSC	up	GFRA1
26747	5.71681e-11	-6.91107	209	1	HSC	up	NUFIP1
26960	1.70556e-08	-5.86846	209	1	HSC	up	NBEA
27018	1.85597e-09	-6.28726	209	1	HSC	up	BEX3
27032	7.70237e-08	-5.57211	209	1	HSC	up	ATP2C1
27067	4.15875e-06	-4.72836	209	1	HSC	up	STAU2
27242	6.52784e-14	-8.0412	209	1	HSC	up	TNFRSF21
27306	5.36571e-09	-6.08915	209	1	HSC	up	HPGDS
27315	1.82714e-09	-6.29015	209	1	HSC	up	PGAP2
27316	1.65908e-06	-4.93183	209	1	HSC	up	RBMX
27346	2.78005e-06	-4.81831	209	1	HSC	up	TMEM97
2769	6.79163e-21	-10.4701	209	1	HSC	up	GNA15
2770	1.7012e-14	-8.25556	209	1	HSC	up	GNAI1
2791	3.18416e-09	-6.18704	209	1	HSC	up	GNG11
2824	6.26676e-07	-5.14098	209	1	HSC	up	GPM6B
284	2.22689e-22	-10.9602	209	1	HSC	up	ANGPT1
284119	3.85739e-31	-13.7738	209	1	HSC	up	CAVIN1
285203	1.13646e-06	-5.01385	209	1	HSC	up	EOGT
285260	2.42731e-14	-8.19916	209	1	HSC	up	RPL31P18
286148	7.30079e-14	-8.02324	209	1	HSC	up	DPY19L4
286527	2.04638e-07	-5.37416	209	1	HSC	up	TMSB15B
2887	1.38584e-06	-4.97096	209	1	HSC	up	GRB10
28957	4.05061e-08	-5.69971	209	1	HSC	up	MRPS28
28958	9.13558e-07	-5.06074	209	1	HSC	up	COA3
28969	1.28189e-09	-6.35538	209	1	HSC	up	BZW2
28971	2.95309e-09	-6.20109	209	1	HSC	up	AAMDC
28981	2.13341e-07	-5.36561	209	1	HSC	up	IFT81
29064	1.34733e-17	-9.35442	209	1	HSC	up	NA
29087	1.96919e-07	-5.38205	209	1	HSC	up	THYN1
29088	2.62511e-06	-4.83101	209	1	HSC	up	MRPL15
2921	1.54657e-07	-5.4314	209	1	HSC	up	CXCL3
2941	2.33661e-15	-8.56723	209	1	HSC	up	GSTA4
2949	4.45401e-16	-8.82354	209	1	HSC	up	GSTM5
2950	4.92064e-07	-5.19199	209	1	HSC	up	GSTP1
2956	3.10053e-08	-5.75221	209	1	HSC	up	MSH6
2969	2.24285e-06	-4.86576	209	1	HSC	up	GTF2I
29803	3.63262e-07	-5.2555	209	1	HSC	up	REPIN1
2982	1.52781e-17	-9.33556	209	1	HSC	up	GUCY1A1
2983	9.17535e-11	-6.82832	209	1	HSC	up	GUCY1B1
29899	4.2246e-09	-6.13413	209	1	HSC	up	GPSM2
29902	1.07495e-10	-6.80049	209	1	HSC	up	FAM216A
29922	3.27804e-08	-5.7413	209	1	HSC	up	NME7
29937	2.32109e-12	-7.45717	209	1	HSC	up	NENF
29967	7.97721e-08	-5.5651	209	1	HSC	up	LRP12
29970	3.32695e-20	-10.24	209	1	HSC	up	SCHIP1
3007	2.53069e-09	-6.22981	209	1	HSC	up	HIST1H1D
3012	7.04447e-10	-6.46462	209	1	HSC	up	HIST1H2AE
3017	8.63755e-07	-5.07273	209	1	HSC	up	HIST1H2BD
3033	2.21424e-07	-5.35797	209	1	HSC	up	HADH
3075	2.73671e-15	-8.54261	209	1	HSC	up	CFH
30846	1.09262e-26	-12.3557	209	1	HSC	up	EHD2
3087	4.45204e-08	-5.68107	209	1	HSC	up	HHEX
3094	3.66416e-06	-4.75677	209	1	HSC	up	HINT1
31	2.11314e-12	-7.47283	209	1	HSC	up	ACACA
3131	3.73328e-48	-19.2422	209	1	HSC	up	HLF
3149	9.53197e-07	-5.05164	209	1	HSC	up	HMGB3
3156	4.42303e-08	-5.68236	209	1	HSC	up	HMGCR
3157	7.33461e-11	-6.86756	209	1	HSC	up	HMGCS1
3159	1.92527e-08	-5.84501	209	1	HSC	up	HMGA1
3182	2.11335e-06	-4.87885	209	1	HSC	up	HNRNPAB
3199	1.04087e-06	-5.03276	209	1	HSC	up	HOXA2
3201	1.58513e-06	-4.94177	209	1	HSC	up	HOXA4
3202	2.17859e-29	-13.2173	209	1	HSC	up	HOXA5
3205	9.52015e-22	-10.7526	209	1	HSC	up	HOXA9
3206	4.22936e-19	-9.86838	209	1	HSC	up	HOXA10
3215	3.11532e-16	-8.87839	209	1	HSC	up	HOXB5
3248	6.71794e-10	-6.47323	209	1	HSC	up	HPGD
3251	1.29307e-06	-4.98597	209	1	HSC	up	HPRT1
328	6.17381e-09	-6.06266	209	1	HSC	up	APEX1
3315	1.26124e-13	-7.93518	209	1	HSC	up	HSPB1
3326	3.56745e-08	-5.7247	209	1	HSC	up	HSP90AB1
3355	2.51782e-18	-9.60474	209	1	HSC	up	HTR1F
